vehicles,Avg_Traffic_Duration,date,events,weather,temperature,hour,,
59,2.535,19-06-2024,None,Cloudy,24.4,7,,
275,1.985,20-06-2024,None,Sunny,33.2,15,,
192,2.8,20-06-2024,None,Foggy,17.9,20,,
479,0.945,20-06-2024,None,Cloudy,26.3,5,,
452,3.325,20-06-2024,None,Cloudy,26.3,10,,
104,3.9,20-06-2024,None,Sunny,30.5,0,,
151,0.285,20-06-2024,None,Stormy,22.1,18,,
298,1.93,20-06-2024,None,Foggy,12.9,7,,
114,0.885,20-06-2024,None,Stormy,19.5,3,,
62,1.77,20-06-2024,None,Sunny,28.5,14,,
315,1.47,20-06-2024,None,Cloudy,26.5,6,,
175,2.07,21-06-2024,None,Rainy,21.3,10,,
222,4.455,21-06-2024,None,Rainy,27,17,,
148,1.76,21-06-2024,None,Cloudy,22.1,1,,
359,4.54,21-06-2024,None,Rainy,25,13,,
147,2.18,21-06-2024,None,Foggy,19.1,20,,
203,2.81,21-06-2024,None,Cloudy,20.5,20,,
129,4.45,21-06-2024,None,Rainy,19.3,16,,
169,0.84,21-06-2024,None,Sunny,25.4,15,,
395,4.895,21-06-2024,None,Sunny,34.9,11,,
93,0.95,21-06-2024,None,Rainy,21.8,15,,
469,0.99,21-06-2024,None,Sunny,37.5,22,,
169,2.855,21-06-2024,None,Foggy,16.4,4,,
147,1.195,21-06-2024,None,Stormy,16.1,12,,
145,3.63,21-06-2024,None,Cloudy,23.4,14,,
332,3.46,21-06-2024,None,Sunny,32.3,14,,
189,2.915,21-06-2024,None,Cloudy,27,5,,
101,2.895,21-06-2024,None,Cloudy,28.4,1,,
214,0.7,21-06-2024,None,Rainy,27,21,,
259,3.26,21-06-2024,None,Stormy,18.7,21,,
213,0.53,22-06-2024,Weekend,Stormy,18.8,4,,
280,3.385,22-06-2024,Weekend,Stormy,16.7,15,,
88,4.95,22-06-2024,Weekend,Stormy,19.3,0,,
107,2.015,22-06-2024,Weekend,Sunny,37.4,19,,
242,2.945,22-06-2024,Weekend,Rainy,18.9,4,,
124,3.17,22-06-2024,Weekend,Stormy,23,17,,
332,0.055,22-06-2024,Weekend,Rainy,22.7,21,,
429,2.12,22-06-2024,Weekend,Sunny,28.4,2,,
190,4.715,22-06-2024,Weekend,Rainy,22.1,22,,
71,3.185,22-06-2024,Weekend,Foggy,10.8,2,,
466,3,22-06-2024,Weekend,Cloudy,25.7,13,,
302,3.385,22-06-2024,Weekend,Rainy,25.4,8,,
131,3.445,23-06-2024,Weekend,Cloudy,29.9,12,,
406,3.78,23-06-2024,Weekend,Stormy,23.8,19,,
418,4.62,23-06-2024,Weekend,Cloudy,22.5,0,,
131,4.2,23-06-2024,Weekend,Cloudy,21.8,1,,
64,4,23-06-2024,Weekend,Foggy,10.6,19,,
371,4.315,23-06-2024,Weekend,Sunny,25.9,20,,
128,4,23-06-2024,Weekend,Cloudy,23.5,17,,
245,3.17,23-06-2024,Weekend,Foggy,13.8,9,,
81,4.085,23-06-2024,Weekend,Stormy,22.8,10,,
205,3.595,23-06-2024,Weekend,Sunny,38.9,16,,
73,1.435,24-06-2024,None,Foggy,14.9,8,,
464,4.75,24-06-2024,None,Rainy,27.8,18,,
410,4.92,24-06-2024,None,Stormy,22.5,2,,
280,1.55,24-06-2024,None,Stormy,18.6,23,,
65,2.395,24-06-2024,None,Sunny,28.3,2,,
53,4.835,24-06-2024,None,Cloudy,26.5,8,,
453,4.795,24-06-2024,None,Stormy,23,22,,
194,1.14,24-06-2024,None,Rainy,20.4,19,,
228,2.255,24-06-2024,None,Sunny,26,13,,
131,0.33,24-06-2024,None,Rainy,24.3,1,,
207,4.44,24-06-2024,None,Stormy,21.5,10,,
454,3.59,24-06-2024,None,Foggy,15.1,9,,
154,1.56,25-06-2024,None,Stormy,21.2,3,,
432,0.02,25-06-2024,None,Sunny,37.8,4,,
387,4.115,25-06-2024,None,Sunny,33.5,0,,
457,4.295,25-06-2024,None,Stormy,23.8,5,,
266,1.63,25-06-2024,None,Sunny,34.5,10,,
310,1.9,25-06-2024,None,Foggy,16.1,3,,
191,0.755,25-06-2024,None,Sunny,34.2,1,,
65,0.55,25-06-2024,None,Foggy,12.9,5,,
444,4.38,25-06-2024,None,Cloudy,22.3,23,,
169,2.2,25-06-2024,None,Cloudy,27.4,0,,
182,2.34,25-06-2024,None,Stormy,21.7,20,,
473,3.2,25-06-2024,None,Rainy,22.6,21,,
298,1.815,25-06-2024,None,Stormy,19,21,,
411,2.615,25-06-2024,None,Rainy,20.4,17,,
374,2.39,26-06-2024,Festival,Sunny,27.1,14,,
329,0.555,26-06-2024,Festival,Stormy,22.9,2,,
458,2.84,26-06-2024,Festival,Stormy,23.5,22,,
207,2.665,26-06-2024,Festival,Foggy,13.2,9,,
288,4.04,26-06-2024,Festival,Foggy,10.2,2,,
292,1.655,26-06-2024,Festival,Cloudy,27.8,23,,
357,2.265,26-06-2024,Festival,Sunny,25.6,15,,
215,3.43,26-06-2024,Festival,Rainy,26,19,,
428,3.23,26-06-2024,Festival,Stormy,18,3,,
355,2.875,26-06-2024,Festival,Sunny,39.5,7,,
417,0.72,26-06-2024,Festival,Rainy,18.2,6,,
329,0.89,26-06-2024,Festival,Rainy,26.6,13,,
451,1.485,27-06-2024,None,Rainy,19.4,4,,
237,1.595,27-06-2024,None,Sunny,34.4,14,,
369,3.655,27-06-2024,None,Sunny,37.1,10,,
374,2.775,27-06-2024,None,Foggy,14,22,,
365,0.395,27-06-2024,None,Stormy,20.9,15,,
145,4.445,27-06-2024,None,Foggy,18.8,6,,
273,0.51,27-06-2024,None,Sunny,27.6,10,,
353,2.3,27-06-2024,None,Foggy,18.3,20,,
452,1.5,27-06-2024,None,Cloudy,28.8,2,,
317,0.025,27-06-2024,None,Sunny,27.8,14,,
109,3.63,27-06-2024,None,Rainy,20.5,8,,
59,0.455,27-06-2024,None,Cloudy,20,9,,
436,0.5,27-06-2024,None,Sunny,36.6,21,,
417,2.19,27-06-2024,None,Sunny,28.3,0,,
343,1.135,28-06-2024,None,Stormy,21.4,18,,
240,1.1,28-06-2024,None,Cloudy,25.5,14,,
187,2.085,28-06-2024,None,Sunny,32,6,,
429,2.93,28-06-2024,None,Foggy,19.1,7,,
493,3.155,28-06-2024,None,Sunny,37.3,17,,
123,4.035,28-06-2024,None,Sunny,36.5,2,,
271,3.845,28-06-2024,None,Stormy,19.5,7,,
300,1.745,28-06-2024,None,Foggy,11.9,6,,
409,2.02,28-06-2024,None,Stormy,18.5,16,,
320,3.54,28-06-2024,None,Rainy,27.2,13,,
312,2.84,28-06-2024,None,Rainy,25.6,18,,
113,2.76,28-06-2024,None,Cloudy,24.6,15,,
491,0.98,28-06-2024,None,Cloudy,29.8,8,,
496,1.63,28-06-2024,None,Sunny,33.9,11,,
76,1.815,28-06-2024,None,Stormy,22.3,15,,
180,3.25,28-06-2024,None,Cloudy,20.9,0,,
93,4.12,28-06-2024,None,Stormy,19,6,,
196,1.15,28-06-2024,None,Sunny,28.1,22,,
190,1.73,29-06-2024,Weekend,Cloudy,24.9,21,,
155,2.945,29-06-2024,Weekend,Foggy,11.7,13,,
144,4.295,29-06-2024,Weekend,Sunny,29.2,15,,
270,1.285,29-06-2024,Weekend,Foggy,11.6,6,,
451,4.375,29-06-2024,Weekend,Rainy,20.1,0,,
316,4.11,29-06-2024,Weekend,Foggy,15.9,15,,
144,3.76,29-06-2024,Weekend,Foggy,16.1,10,,
403,0.22,30-06-2024,Weekend,Rainy,19.2,15,,
101,4.84,30-06-2024,Weekend,Sunny,34.4,4,,
451,3.6,30-06-2024,Weekend,Rainy,18.7,15,,
468,4.785,30-06-2024,Weekend,Rainy,22.3,1,,
123,0.74,30-06-2024,Weekend,Cloudy,28.3,4,,
463,1.795,30-06-2024,Weekend,Stormy,22.8,17,,
169,2.68,30-06-2024,Weekend,Foggy,18.1,10,,
190,2.835,30-06-2024,Weekend,Stormy,20.5,23,,
413,3.16,01-07-2024,Festival,Stormy,22.3,16,,
263,0.19,01-07-2024,Festival,Foggy,15.8,16,,
455,1.1,01-07-2024,Festival,Foggy,10.4,19,,
316,1.56,01-07-2024,Festival,Sunny,33.6,10,,
157,0.905,01-07-2024,Festival,Cloudy,28,6,,
464,2.095,01-07-2024,Festival,Rainy,20.5,10,,
118,0.835,01-07-2024,Festival,Cloudy,23.5,3,,
466,4.36,01-07-2024,Festival,Stormy,22.4,21,,
245,1.345,01-07-2024,Festival,Foggy,17.8,9,,
455,2.545,02-07-2024,None,Stormy,22.9,13,,
263,2.66,02-07-2024,None,Stormy,19.7,9,,
301,1.735,02-07-2024,None,Stormy,16.7,14,,
74,4.595,02-07-2024,None,Foggy,16.1,13,,
484,3.835,02-07-2024,None,Stormy,20.9,12,,
225,3.83,02-07-2024,None,Stormy,19.6,18,,
347,4.125,02-07-2024,None,Sunny,38.9,8,,
431,2.205,02-07-2024,None,Foggy,13.4,6,,
450,1.815,02-07-2024,None,Cloudy,29.2,13,,
435,3.61,02-07-2024,None,Foggy,10.8,6,,
273,1.655,03-07-2024,None,Sunny,30.8,22,,
259,2.78,03-07-2024,None,Stormy,23.1,2,,
123,1.605,03-07-2024,None,Stormy,20.7,2,,
100,1.24,03-07-2024,None,Stormy,19.9,22,,
313,1.455,03-07-2024,None,Sunny,28.1,4,,
66,0.51,03-07-2024,None,Stormy,22.6,7,,
375,4.745,03-07-2024,None,Foggy,14.9,17,,
470,1.545,03-07-2024,None,Cloudy,22,23,,
430,3.09,03-07-2024,None,Rainy,26.6,13,,
50,0.79,03-07-2024,None,Stormy,21.7,12,,
485,4.915,03-07-2024,None,Sunny,38.2,16,,
262,2.615,03-07-2024,None,Stormy,16,3,,
161,2.445,03-07-2024,None,Rainy,25.3,7,,
484,1.915,03-07-2024,None,Cloudy,24.4,9,,
128,2.195,03-07-2024,None,Cloudy,25.7,22,,
90,3.96,03-07-2024,None,Sunny,33.5,7,,
382,2.23,04-07-2024,None,Sunny,26.2,7,,
92,3.74,04-07-2024,None,Cloudy,27.8,23,,
151,3.215,04-07-2024,None,Stormy,19.9,6,,
82,4.6,04-07-2024,None,Sunny,32.2,0,,
426,2.49,04-07-2024,None,Stormy,17.2,1,,
400,3.205,04-07-2024,None,Foggy,13.3,5,,
460,2.435,04-07-2024,None,Sunny,30.4,3,,
332,3.42,04-07-2024,None,Foggy,17.3,19,,
434,4.445,04-07-2024,None,Rainy,21.3,7,,
355,1.945,04-07-2024,None,Cloudy,26.3,22,,
68,2.77,04-07-2024,None,Rainy,19.9,23,,
117,1.375,04-07-2024,None,Cloudy,22.1,13,,
279,4.89,04-07-2024,None,Rainy,20.4,17,,
139,4.235,04-07-2024,None,Cloudy,22.5,22,,
147,0.55,04-07-2024,None,Stormy,23.6,21,,
99,2.435,04-07-2024,None,Foggy,19.8,18,,
269,2.49,05-07-2024,None,Rainy,26.4,13,,
203,4.63,05-07-2024,None,Sunny,27.5,18,,
312,2.955,05-07-2024,None,Rainy,23.3,18,,
352,2.265,05-07-2024,None,Cloudy,25.4,13,,
312,3.705,05-07-2024,None,Sunny,30.5,8,,
480,2.305,05-07-2024,None,Sunny,32.2,7,,
139,3.245,05-07-2024,None,Rainy,25.1,5,,
326,0.525,05-07-2024,None,Stormy,22.5,22,,
381,2.74,05-07-2024,None,Rainy,18.2,4,,
289,0.35,05-07-2024,None,Cloudy,22.7,16,,
212,1.54,05-07-2024,None,Cloudy,26.6,4,,
343,0.07,05-07-2024,None,Rainy,20.8,13,,
181,4.445,05-07-2024,None,Cloudy,27.5,4,,
308,1.11,05-07-2024,None,Stormy,16.1,1,,
215,1.65,05-07-2024,None,Sunny,30.7,13,,
240,0.45,05-07-2024,None,Cloudy,21.8,11,,
122,1.38,05-07-2024,None,Stormy,17.5,10,,
169,0.245,05-07-2024,None,Stormy,22.5,0,,
397,1.91,05-07-2024,None,Cloudy,26.2,6,,
143,0.195,05-07-2024,None,Rainy,26.9,7,,
55,4.325,06-07-2024,Weekend,Foggy,10.3,7,,
114,0.21,06-07-2024,Weekend,Foggy,17.3,8,,
366,1.42,06-07-2024,Weekend,Stormy,21.3,1,,
50,4.355,06-07-2024,Weekend,Foggy,16.3,10,,
249,1.07,06-07-2024,Weekend,Cloudy,22.8,4,,
77,2.63,06-07-2024,Weekend,Cloudy,28.6,9,,
448,3.475,06-07-2024,Weekend,Foggy,16.4,14,,
446,0.08,06-07-2024,Weekend,Stormy,21.9,18,,
379,4.685,06-07-2024,Weekend,Cloudy,22,14,,
85,0.13,06-07-2024,Weekend,Rainy,23.6,16,,
487,0.235,06-07-2024,Weekend,Rainy,25.1,22,,
404,4.905,06-07-2024,Weekend,Stormy,23.2,4,,
482,4.985,06-07-2024,Weekend,Foggy,11.9,20,,
274,2.715,06-07-2024,Weekend,Foggy,16.8,16,,
74,0.955,06-07-2024,Weekend,Rainy,22.3,8,,
194,1.305,06-07-2024,Weekend,Foggy,15.2,2,,
488,1.36,06-07-2024,Weekend,Cloudy,23.4,7,,
279,4.445,07-07-2024,Weekend,Sunny,33.1,4,,
487,1.7,07-07-2024,Weekend,Rainy,27.8,4,,
387,3.845,07-07-2024,Weekend,Rainy,22.9,8,,
305,4.355,07-07-2024,Weekend,Cloudy,22.6,8,,
329,4.195,07-07-2024,Weekend,Rainy,26.6,13,,
405,4.44,07-07-2024,Weekend,Cloudy,29.9,22,,
153,3.73,07-07-2024,Weekend,Cloudy,25.8,10,,
397,0.255,07-07-2024,Weekend,Rainy,25,13,,
411,2.675,07-07-2024,Weekend,Sunny,25.7,15,,
207,1.63,07-07-2024,Weekend,Rainy,25,9,,
474,1.635,07-07-2024,Weekend,Stormy,16.1,8,,
253,2.17,07-07-2024,Weekend,Rainy,26.2,23,,
178,1.295,07-07-2024,Weekend,Rainy,27.9,12,,
254,2.43,07-07-2024,Weekend,Sunny,31.8,4,,
191,0.945,08-07-2024,None,Sunny,37.2,17,,
327,3.66,08-07-2024,None,Stormy,19.7,13,,
174,2.21,08-07-2024,None,Stormy,17.5,3,,
376,0.065,08-07-2024,None,Stormy,17.4,20,,
423,2.645,08-07-2024,None,Rainy,22.3,20,,
116,3.5,08-07-2024,None,Stormy,17.1,19,,
420,3.36,08-07-2024,None,Stormy,23,20,,
221,2.585,09-07-2024,None,Cloudy,24.2,16,,
444,2.72,09-07-2024,None,Cloudy,20.2,14,,
329,2.56,09-07-2024,None,Rainy,22.8,21,,
251,3.8,09-07-2024,None,Foggy,19.8,13,,
204,2.625,09-07-2024,None,Sunny,34.1,3,,
455,2.915,09-07-2024,None,Sunny,33.5,5,,
133,2.47,09-07-2024,None,Foggy,17.9,12,,
188,0.06,09-07-2024,None,Stormy,16.4,14,,
323,1.7,09-07-2024,None,Rainy,20.3,9,,
409,3.87,09-07-2024,None,Foggy,19.4,3,,
142,0.59,09-07-2024,None,Rainy,18.8,15,,
431,4.925,09-07-2024,None,Sunny,26.7,18,,
371,0.835,09-07-2024,None,Rainy,25,12,,
427,1.525,09-07-2024,None,Stormy,18.3,17,,
304,4.325,09-07-2024,None,Foggy,11.5,12,,
62,4.845,09-07-2024,None,Sunny,35.2,20,,
58,4.305,09-07-2024,None,Stormy,21.6,22,,
226,0.66,10-07-2024,None,Rainy,26.7,8,,
323,3.53,10-07-2024,None,Stormy,20,14,,
461,0.665,10-07-2024,None,Sunny,26.2,12,,
302,1.755,10-07-2024,None,Cloudy,26.3,11,,
316,2.09,10-07-2024,None,Cloudy,27.5,23,,
437,2.41,10-07-2024,None,Cloudy,24.2,19,,
133,4.615,10-07-2024,None,Sunny,31.8,18,,
481,0.61,10-07-2024,None,Foggy,19.9,7,,
169,3.95,10-07-2024,None,Cloudy,21.4,13,,
80,1.15,11-07-2024,None,Rainy,26.6,20,,
239,4.88,11-07-2024,None,Rainy,26.2,2,,
377,3.785,11-07-2024,None,Rainy,19.2,3,,
103,2.005,11-07-2024,None,Rainy,25.6,10,,
239,2.95,11-07-2024,None,Rainy,26.4,0,,
468,2.64,11-07-2024,None,Cloudy,23.7,21,,
277,3.55,11-07-2024,None,Sunny,36.3,18,,
272,2.58,11-07-2024,None,Rainy,25.3,14,,
469,1.9,11-07-2024,None,Foggy,11.7,7,,
54,1.79,11-07-2024,None,Stormy,18.3,17,,
170,3.535,11-07-2024,None,Sunny,37.4,16,,
171,1.74,11-07-2024,None,Cloudy,22.7,8,,
305,4.26,12-07-2024,None,Rainy,26.6,2,,
197,2.285,12-07-2024,None,Foggy,15.9,22,,
294,1.12,12-07-2024,None,Rainy,27.8,6,,
392,4.14,12-07-2024,None,Stormy,20.9,4,,
355,1.92,12-07-2024,None,Cloudy,22.7,18,,
484,4.78,12-07-2024,None,Cloudy,23.7,9,,
144,4.055,12-07-2024,None,Cloudy,22.7,2,,
403,2.95,12-07-2024,None,Stormy,23.5,23,,
328,2.94,13-07-2024,Weekend,Cloudy,29,8,,
283,2.08,13-07-2024,Weekend,Sunny,35.2,14,,
273,4.925,13-07-2024,Weekend,Sunny,39.3,7,,
415,1.175,13-07-2024,Weekend,Rainy,27.8,15,,
257,0.765,13-07-2024,Weekend,Rainy,24.5,8,,
379,4.825,13-07-2024,Weekend,Rainy,25,5,,
494,4.055,13-07-2024,Weekend,Cloudy,21.4,15,,
439,1.55,13-07-2024,Weekend,Rainy,19.9,21,,
187,3.69,13-07-2024,Weekend,Cloudy,24.7,3,,
321,2.345,13-07-2024,Weekend,Sunny,32.8,18,,
390,0.915,13-07-2024,Weekend,Cloudy,28.8,18,,
439,3.8,13-07-2024,Weekend,Cloudy,24.9,2,,
443,3.28,13-07-2024,Weekend,Foggy,11.8,3,,
467,4.235,13-07-2024,Weekend,Foggy,14.3,14,,
208,3.78,13-07-2024,Weekend,Foggy,17.7,19,,
453,4.12,14-07-2024,Weekend,Stormy,18.6,9,,
441,2.935,14-07-2024,Weekend,Sunny,36.8,5,,
68,1.25,14-07-2024,Weekend,Foggy,15,1,,
286,3.53,14-07-2024,Weekend,Stormy,21.1,7,,
349,2.84,14-07-2024,Weekend,Foggy,14.9,18,,
62,1.04,14-07-2024,Weekend,Stormy,17,7,,
432,0.195,14-07-2024,Weekend,Cloudy,29.1,9,,
143,3.44,14-07-2024,Weekend,Foggy,10.3,17,,
279,4.355,14-07-2024,Weekend,Sunny,27.6,8,,
268,1.905,15-07-2024,Public Holiday,Cloudy,25.1,3,,
315,2.29,15-07-2024,Public Holiday,Sunny,38.1,10,,
412,4.24,15-07-2024,Public Holiday,Stormy,23.8,7,,
193,4.665,15-07-2024,Public Holiday,Rainy,22.1,13,,
447,2.845,15-07-2024,Public Holiday,Sunny,28.8,15,,
115,4.335,15-07-2024,Public Holiday,Rainy,23.5,23,,
230,0.145,15-07-2024,Public Holiday,Sunny,35.6,20,,
364,2.295,15-07-2024,Public Holiday,Foggy,19.3,12,,
72,3.905,15-07-2024,Public Holiday,Sunny,28.3,19,,
375,0.05,16-07-2024,None,Stormy,16.3,15,,
241,3.845,16-07-2024,None,Stormy,18.7,0,,
342,4.335,16-07-2024,None,Foggy,19.8,7,,
166,0.79,16-07-2024,None,Sunny,25.1,15,,
58,1.83,16-07-2024,None,Rainy,22.5,18,,
481,1.045,16-07-2024,None,Cloudy,21.6,2,,
222,0.095,16-07-2024,None,Foggy,13.6,16,,
381,4.96,16-07-2024,None,Sunny,27.5,2,,
129,1.31,16-07-2024,None,Sunny,31.3,13,,
215,4.205,16-07-2024,None,Stormy,20.6,13,,
261,4.43,16-07-2024,None,Foggy,13.1,8,,
290,1.65,16-07-2024,None,Rainy,23.5,22,,
169,3.96,16-07-2024,None,Sunny,32.8,16,,
224,1.115,16-07-2024,None,Rainy,22.2,16,,
344,4.425,16-07-2024,None,Foggy,14.5,19,,
155,3.67,16-07-2024,None,Sunny,27.4,8,,
203,1.785,17-07-2024,None,Sunny,38.1,0,,
217,3.875,17-07-2024,None,Foggy,15.1,6,,
83,2.085,17-07-2024,None,Rainy,26.2,21,,
440,0.455,17-07-2024,None,Stormy,23.2,20,,
236,3.82,17-07-2024,None,Stormy,23.7,7,,
111,2.595,17-07-2024,None,Foggy,16.3,7,,
470,2.795,17-07-2024,None,Rainy,24.1,4,,
179,2.55,17-07-2024,None,Cloudy,25.4,13,,
238,0.82,17-07-2024,None,Cloudy,26.4,17,,
309,4.29,18-07-2024,None,Sunny,25.9,11,,
336,4.665,18-07-2024,None,Foggy,15.4,6,,
488,1.265,18-07-2024,None,Cloudy,23.5,4,,
199,2.09,18-07-2024,None,Rainy,22.1,15,,
90,1.585,18-07-2024,None,Foggy,14.7,17,,
345,3.915,18-07-2024,None,Foggy,15.3,13,,
173,0.835,18-07-2024,None,Foggy,11.7,13,,
90,2.79,18-07-2024,None,Foggy,18.9,3,,
170,0.27,18-07-2024,None,Foggy,16.1,22,,
415,0.79,18-07-2024,None,Cloudy,26.5,15,,
339,1.575,18-07-2024,None,Cloudy,22.9,20,,
452,3.51,18-07-2024,None,Rainy,19.8,18,,
397,3.245,18-07-2024,None,Sunny,31.2,7,,
183,4.24,18-07-2024,None,Rainy,24.6,22,,
195,3.63,18-07-2024,None,Sunny,31.2,10,,
478,4.44,18-07-2024,None,Sunny,36.2,23,,
214,2.965,18-07-2024,None,Sunny,27.3,17,,
464,4.545,18-07-2024,None,Foggy,16.1,19,,
95,0.625,18-07-2024,None,Rainy,21,15,,
113,3.92,18-07-2024,None,Sunny,25.7,8,,
89,0.465,19-07-2024,None,Foggy,17.3,5,,
160,4.145,19-07-2024,None,Sunny,33.7,2,,
393,1.78,19-07-2024,None,Foggy,13.8,23,,
446,3.23,19-07-2024,None,Sunny,39.5,19,,
437,0.07,19-07-2024,None,Rainy,23,10,,
136,1.005,19-07-2024,None,Foggy,17.5,21,,
316,1.685,19-07-2024,None,Stormy,19,4,,
174,1.255,19-07-2024,None,Cloudy,26.2,15,,
71,4.535,19-07-2024,None,Sunny,33.3,5,,
428,0.985,19-07-2024,None,Rainy,26.5,1,,
51,0.165,19-07-2024,None,Rainy,19.5,0,,
291,0.4,19-07-2024,None,Rainy,22.7,7,,
459,0.685,19-07-2024,None,Sunny,38.7,22,,
66,4.175,19-07-2024,None,Rainy,23.1,1,,
327,2.065,20-07-2024,Weekend,Sunny,27,2,,
276,1.445,20-07-2024,Weekend,Cloudy,23.2,11,,
191,0.545,20-07-2024,Weekend,Sunny,30.5,9,,
89,0.55,20-07-2024,Weekend,Foggy,12.4,9,,
278,2.98,20-07-2024,Weekend,Stormy,21.5,17,,
390,1.08,20-07-2024,Weekend,Rainy,24.9,19,,
258,0.26,20-07-2024,Weekend,Sunny,34.2,18,,
396,4.96,20-07-2024,Weekend,Cloudy,27.9,12,,
249,1.4,20-07-2024,Weekend,Cloudy,28.5,16,,
123,3.905,20-07-2024,Weekend,Stormy,16.4,19,,
55,4.525,20-07-2024,Weekend,Rainy,25.8,4,,
166,3.62,21-07-2024,Weekend,Rainy,20.3,22,,
144,4.725,21-07-2024,Weekend,Foggy,13.3,3,,
76,3.26,21-07-2024,Weekend,Cloudy,24.7,15,,
240,0.655,21-07-2024,Weekend,Stormy,23.2,6,,
104,4.145,21-07-2024,Weekend,Cloudy,20.1,16,,
112,4.685,21-07-2024,Weekend,Cloudy,22.2,12,,
164,2.57,21-07-2024,Weekend,Cloudy,29.7,12,,
264,4.005,21-07-2024,Weekend,Rainy,21.9,5,,
345,1.445,21-07-2024,Weekend,Sunny,25,19,,
309,1.43,21-07-2024,Weekend,Rainy,26.6,8,,
147,0.545,21-07-2024,Weekend,Cloudy,24.1,20,,
348,2.03,21-07-2024,Weekend,Cloudy,25.8,18,,
267,3.845,21-07-2024,Weekend,Rainy,25.1,14,,
229,1.8,21-07-2024,Weekend,Cloudy,27,11,,
195,0.74,22-07-2024,None,Stormy,23.4,13,,
109,0.37,22-07-2024,None,Sunny,25.3,19,,
287,1.1,22-07-2024,None,Sunny,32.5,2,,
497,1.65,22-07-2024,None,Cloudy,23.9,7,,
485,1.355,22-07-2024,None,Cloudy,25.8,5,,
271,3.495,23-07-2024,None,Rainy,25.8,5,,
254,2.915,23-07-2024,None,Stormy,22.7,23,,
167,3.225,23-07-2024,None,Foggy,19.5,4,,
83,1.385,23-07-2024,None,Cloudy,21.4,10,,
446,3.895,23-07-2024,None,Cloudy,26.8,5,,
332,0.76,23-07-2024,None,Stormy,18.1,1,,
157,1.14,23-07-2024,None,Cloudy,28.2,7,,
227,1.91,23-07-2024,None,Cloudy,27.5,18,,
299,3.78,23-07-2024,None,Sunny,37.9,10,,
158,3.02,23-07-2024,None,Stormy,20.7,21,,
151,0.39,23-07-2024,None,Sunny,27.7,23,,
140,3.645,23-07-2024,None,Rainy,21.4,23,,
397,4.31,23-07-2024,None,Cloudy,20.2,18,,
292,4.415,23-07-2024,None,Stormy,19.7,7,,
301,4.22,23-07-2024,None,Cloudy,24.5,4,,
285,0.41,23-07-2024,None,Rainy,23,0,,
262,3.615,24-07-2024,None,Sunny,33.8,16,,
270,0.08,24-07-2024,None,Stormy,16,3,,
286,4.74,24-07-2024,None,Cloudy,25.1,11,,
147,3.08,24-07-2024,None,Sunny,30,20,,
498,1.69,24-07-2024,None,Rainy,18.9,16,,
293,2.555,24-07-2024,None,Cloudy,26.1,6,,
258,2.19,24-07-2024,None,Foggy,17,13,,
177,3.995,24-07-2024,None,Cloudy,26.7,20,,
104,3.175,24-07-2024,None,Cloudy,28.3,20,,
71,3.905,24-07-2024,None,Stormy,17.5,6,,
266,4.465,24-07-2024,None,Stormy,16.4,21,,
281,1.495,24-07-2024,None,Stormy,20.4,15,,
210,0.205,24-07-2024,None,Cloudy,21.4,7,,
220,2.505,24-07-2024,None,Stormy,21.2,9,,
343,3.855,24-07-2024,None,Cloudy,20.1,3,,
177,0.445,24-07-2024,None,Sunny,35.4,16,,
465,4.89,24-07-2024,None,Rainy,22.3,2,,
412,3.35,25-07-2024,None,Stormy,20.1,15,,
317,1.445,25-07-2024,None,Cloudy,24,7,,
315,3.595,25-07-2024,None,Stormy,22.7,22,,
193,1.73,25-07-2024,None,Sunny,28.2,12,,
220,3.19,25-07-2024,None,Stormy,20.3,1,,
192,1.785,25-07-2024,None,Stormy,21.3,6,,
140,0.06,25-07-2024,None,Sunny,31.3,2,,
243,4.835,25-07-2024,None,Foggy,16.6,3,,
325,0.6,25-07-2024,None,Stormy,23.3,20,,
139,1.195,25-07-2024,None,Stormy,16.8,8,,
383,2.07,25-07-2024,None,Sunny,35.8,13,,
309,0.18,25-07-2024,None,Foggy,19.6,1,,
157,2.275,25-07-2024,None,Foggy,12.4,14,,
386,1.25,26-07-2024,Festival,Rainy,21.1,2,,
347,3.97,26-07-2024,Festival,Sunny,28.5,22,,
428,2.615,26-07-2024,Festival,Stormy,23.9,6,,
201,0.4,26-07-2024,Festival,Sunny,26.7,2,,
359,0.495,26-07-2024,Festival,Sunny,26.1,0,,
213,3.04,26-07-2024,Festival,Foggy,11.3,15,,
418,3.97,26-07-2024,Festival,Cloudy,20.8,1,,
498,2.52,26-07-2024,Festival,Foggy,10.6,9,,
341,1.125,26-07-2024,Festival,Rainy,25.7,11,,
168,3.245,26-07-2024,Festival,Sunny,32,2,,
206,1.305,26-07-2024,Festival,Stormy,23.7,21,,
398,1.44,26-07-2024,Festival,Foggy,11.6,5,,
379,1.47,26-07-2024,Festival,Sunny,34.3,20,,
315,4.865,26-07-2024,Festival,Stormy,18.8,13,,
126,0.525,26-07-2024,Festival,Stormy,21.5,15,,
273,0.425,27-07-2024,Weekend,Stormy,18.3,7,,
204,2.49,27-07-2024,Weekend,Stormy,20.3,0,,
205,2.475,27-07-2024,Weekend,Foggy,11.7,12,,
131,3.325,27-07-2024,Weekend,Foggy,17.1,13,,
133,0.015,27-07-2024,Weekend,Rainy,23.1,7,,
